Row.names	logFC	AveExpr	t	P.Value	adj.P.Val	B	X	ensembl_gene_id	external_gene_name
16657923	-1.04855628795498	5.01539999693389	-5.10161459834754	0.000374286761104736	0.0615184781266495	0.466807177651848	219	ENSG00000231050	AL109917.1
16658752	1.50289166983352	3.76341206700815	5.02394727745529	0.000421768859283447	0.0632994589142666	0.355947924523739	200	ENSG00000162444	RBP7
16659102	-0.666179565972985	7.3429391812572	-4.64606894860511	0.000763376408133873	0.0773878616900321	-0.197461920951635	166	ENSG00000011021	CLCN6
16660863	0.842450605806706	9.26255552531397	5.39886300330508	0.000238855934596266	0.0554908780276631	0.881811954281625	204	ENSG00000169504	CLIC4
16665504	-0.840029355060163	3.03400799774734	-4.59174826919867	0.000832709839362299	0.0824185649882437	-0.278888135640897	589	ENSG00000228734	AC096543.2
16666055	1.70675129326871	6.08915629140151	6.07709906923439	8.98069058596229e-05	0.040749350972938	1.77337438396389	541	ENSG00000116761	CTH
16667760	-2.34701758374298	5.74888803686047	-6.63984449304143	4.18295971057523e-05	0.0324760095932972	2.45570201620148	1298	ENSG00000170989	S1PR1
16669389	0.936986151217048	7.2770133892926	4.54989738355086	0.000890640644624129	0.0853739029376952	-0.341934465224116	1120	ENSG00000092621	PHGDH
16669796	1.07816018136861	9.21438750303794	5.25855770092657	0.000294801578091994	0.0576754130957505	0.687763662506376	1025	ENSG00000265972	TXNIP
16670499	-0.645289302602137	6.84991022788323	-4.90264902192227	0.000509130435880355	0.0684685075950048	0.180824536771227	880	ENSG00000117360	PRPF3
16671694	-0.761765851917661	6.61733812937809	-4.45584398138801	0.00103687257030554	0.090805065358643	-0.48459870567812	1587	ENSG00000231064	AC234582.1
16672126	-1.76615862341729	6.77442045806965	-10.6980912670624	4.77738116728352e-07	0.00532741698567676	6.09217925424133	1652	ENSG00000132692	BCAN
16672390	1.12722016043325	7.90853435439265	4.82143035271702	0.000578198082925174	0.0694339651903098	0.0622238355641844	1699	ENSG00000163565	IFI16
16672567	-1.00838654983614	4.77368382467106	-4.86071369679493	0.00054363102377798	0.0694339651903098	0.119721458826184	1689	ENSG00000143318	CASQ1
16672593	-0.755596051404686	3.08905013295217	-4.4504356079626	0.00104601477561215	0.0908918916969582	-0.49284300919042	1663	ENSG00000228606	AL139011.1
16673075	1.12351277483606	5.81071677232087	4.45808863979483	0.00103310295066948	0.0907124044926427	-0.481178327762059	1691	ENSG00000162733	DDR2
16674151	1.11697101597578	3.04642902492427	5.04229957489668	0.000410000397143383	0.0631780746251328	0.382233245765276	1446	ENSG00000116183	PAPPA2
16674521	0.889896515808267	4.7921842773627	5.3536128088376	0.000255551698892199	0.0562932659240221	0.819589305033608	1633	ENSG00000116260	QSOX1
16675944	-0.96588619887183	4.40863614327479	-4.70327689428111	0.000696898739914618	0.0755634491360979	-0.112207832726236	1501	ENSG00000170075	GPR37L1
16676764	1.06964428238052	4.68072608257096	5.6167214920237	0.000173232199251247	0.0503939999456628	1.17657632688603	1429	ENSG00000196352	CD55
16677612	1.23527262561489	2.00408798696747	5.04581295584665	0.000407787396529338	0.0631780746251328	0.387258991154486	1957	ENSG00000252086	RNA5SP76
