Row.names	logFC	AveExpr	t	P.Value	adj.P.Val	B	X	ensembl_gene_id	external_gene_name
16660863	0.832111977489788	9.26255552531397	4.58605647539522	0.000840349570142412	0.0655146267103374	-0.328002015034098	204	ENSG00000169504	CLIC4
16661648	-1.28458081823926	6.88958782640627	-4.95405330959708	0.000469971936207993	0.0489795674576392	0.232862312235747	623	ENSG00000162419	GMEB1
16662685	1.06150979823179	8.10168422569266	4.12449235905707	0.00178817018659067	0.0951056366012789	-1.05925704838392	543	ENSG00000230955	AL929472.2
16663812	-0.771373661807817	6.7051272929999	-4.85989475520293	0.000544328898649821	0.0524412771523654	0.0913312396021926	695	ENSG00000117411	B4GALT2
16664569	-1.31319324065077	5.6183494465403	-4.7499521753581	0.000647191716072312	0.0579515916496462	-0.0756601319211061	520	ENSG00000123080	CDKN2C
16664731	-0.783312510380496	7.25878677076058	-5.06408332798238	0.000396481648840673	0.0432428729414496	0.396489422868856	568	ENSG00000134748	PRPF38A
16664828	1.30884180710888	4.20994622884379	5.08869283712562	0.000381775775625908	0.0423448104471829	0.4328248178654	505	ENSG00000174348	PODN
16665566	-0.840069413083288	5.74207905672662	-4.39854305954075	0.0011381637783885	0.0758079147945243	-0.621538781619486	527	ENSG00000079739	PGM1
16665674	-1.027199657625	5.89870554875734	-5.17405618988551	0.000335089598125772	0.0406162587525347	0.558115677407565	820	ENSG00000162433	AK4
16666055	2.41682199725062	6.08915629140151	7.40066090777487	1.58736773125319e-05	0.00968011872214851	3.4184542414737	541	ENSG00000116761	CTH
16667546	-0.785204517860965	6.06463901899153	-4.23758768848477	0.00148226409784247	0.0870392057084425	-0.877418901259317	1159	ENSG00000162688	AGL
16667760	-1.8642270827035	5.74888803686047	-4.53565635422092	0.000911308801348888	0.0671518163883826	-0.406401460165664	1298	ENSG00000170989	S1PR1
16667925	0.933135409949378	4.605814217457	4.70339294094759	0.000696770274891301	0.0595761103714914	-0.146934988480909	1301	ENSG00000162631	NTNG1
16668079	-1.0132571811525	7.10440359583903	-5.92763761479138	0.000110800787150983	0.0220705930878436	1.61334523891346	1321	ENSG00000121957	GPSM2
16668150	1.46720010401859	8.29997002123233	6.26995512449201	6.8791577084152e-05	0.0182102889451841	2.06257944102864	1311	ENSG00000031698	SARS
16669389	2.04499873425991	7.2770133892926	8.54006622024815	4.21034040014292e-06	0.00678469703196888	4.60282968408275	1120	ENSG00000092621	PHGDH
16669796	1.35573719685269	9.21438750303794	5.68667792484485	0.000156476135259559	0.0265366812400923	1.28589146878071	1025	ENSG00000265972	TXNIP
16669830	-0.862429538577013	8.52856369614399	-5.88494662299878	0.000117719019096096	0.0230302459932211	1.55601033193613	1024	ENSG00000265241	RBM8A
16670199	2.43181844165591	3.86617365032955	7.04161508895297	2.48561204533364e-05	0.0109412717584989	3.00850135024628	968	ENSG00000231551	AC245100.4
16670364	1.45178089680303	3.21162346214928	4.08911045876464	0.00189690292271726	0.0985388049325828	-1.11647542600179	1150	ENSG00000272419	AC241585.2
16670469	1.04168966881652	5.10715295662398	5.80637510403054	0.000131687401621316	0.0244363987517336	1.44972230905307	998	ENSG00000118292	C1orf54
16671381	1.10764951229953	7.94405268576275	5.29120145937584	0.000280644987802684	0.0367848354000543	0.728158557758941	1201	ENSG00000143575	HAX1
16672126	-1.80738267257395	6.77442045806965	-9.41513326787622	1.66020824351602e-06	0.00396718618418465	5.40362054717619	1652	ENSG00000132692	BCAN
16673075	3.17401337825205	5.81071677232087	10.8312655149527	4.22843452031049e-07	0.0023796661245897	6.5281910784836	1691	ENSG00000162733	DDR2
16674089	-0.825949576320076	6.12599291197485	-4.09906344645347	0.00186563523302065	0.0976728655484707	-1.10036427213173	1447	ENSG00000116161	CACYBP
16674151	1.50693083933407	3.04642902492427	5.85032275674093	0.000123668828863789	0.0237771092000529	1.50929497706712	1446	ENSG00000116183	PAPPA2
16674767	-0.7654224721948	8.83909292879907	-4.29229008655709	0.00135447262815301	0.0826870936172092	-0.790062939666839	1698	ENSG00000135829	DHX9
16675944	-1.12774177672997	4.40863614327479	-4.72263107790985	0.000675815119569743	0.0589215151405078	-0.117444625607004	1501	ENSG00000170075	GPR37L1
16676764	1.69056529976049	4.68072608257096	7.63440562778855	1.19512262855048e-05	0.00869382107747926	3.67553161227573	1429	ENSG00000196352	CD55
16677278	1.35737430606211	5.23621856929594	4.86140606479943	0.000543041748945155	0.0524412771523654	0.0936137946377098	1657	ENSG00000162772	ATF3
16677451	-0.858193712191373	4.40442551768584	-5.2427100029872	0.000301946069294884	0.0378325985100789	0.658037301293248	2050	ENSG00000082482	KCNK2
16679686	-1.02178392481799	5.67753316987123	-4.71987215418626	0.000678778959067528	0.0589215151405078	-0.121670375031044	1970	ENSG00000202079	RF00019
16683105	0.794249065838912	4.36401338091465	4.68952349539756	0.000712302375605811	0.0595761103714914	-0.168230265068861	2400	ENSG00000142798	HSPG2
16683622	1.32587397359221	3.17723652986818	5.86250224037506	0.000121540063607169	0.0236395423715944	1.52574977919036	2516	ENSG00000238482	RNU6-1208P
16683866	-1.09500524427559	3.97411400620852	-6.47487013155191	5.21055654264591e-05	0.0161700072916521	2.32266046226432	2352	ENSG00000225891	AL513365.2
16684535	-0.91398959755958	5.54651338308705	-5.18831691151585	0.000327900036352161	0.0399347985559515	0.578933375194683	2681	ENSG00000121753	ADGRB2
16684760	1.61113026816436	7.45209801031187	4.93601378542115	0.000483337892433995	0.0495657428404217	0.205853923804964	2644	ENSG00000134684	YARS
16685479	-1.40714124822339	6.82545791178116	-7.6945799064131	1.11202949176168e-05	0.00864592014689306	3.74049223850903	2501	ENSG00000233728	AL929472.3
16685505	0.787213430038526	6.14834471992622	4.84652780499516	0.000555854707084308	0.0527936627011509	0.0711275365549717	2686	ENSG00000204084	INPP5B
16686201	1.94423720066282	6.76851547770574	6.5243698823803	4.87639354423579e-05	0.0156860451566215	2.38450778043667	2539	ENSG00000196517	SLC6A9
16686910	-0.697192471053227	4.45154919827816	-4.65313000484424	0.000754821206847649	0.0614682571235734	-0.22424655092602	2508	ENSG00000162373	BEND5
16687304	0.966277259741682	4.45949675052739	4.56618270602777	0.000867609111543604	0.0658163156861218	-0.358872115336976	2314	ENSG00000232993	AL445183.1
16687418	-0.792391168917369	7.70999958743096	-4.85667747679665	0.000547079743115189	0.0524412771523654	0.086470955198708	2391	ENSG00000058804	NDC1
16687618	-2.23704500346268	7.95873836277583	-8.00612194818614	7.70665651984269e-06	0.00678469703196888	4.06901981378102	2493	ENSG00000116133	DHCR24
16688370	-1.37000643854785	6.96423406765731	-4.52994233764897	0.000919743020637636	0.0673284092175306	-0.415313218993034	2998	ENSG00000116745	RPE65
16688506	-1.06077674428989	6.21104228396918	-4.4913206834271	0.000978949187044336	0.0694786577531165	-0.475672549651901	2960	ENSG00000172260	NEGR1
16688937	1.46266739408927	4.92207491412726	8.18023840290528	6.30727817981175e-06	0.00678469703196888	4.24706638795812	2945	ENSG00000117151	CTBS
16689312	1.81017562431831	4.03634818341275	7.6163061387786	1.22140727757974e-05	0.00869382107747926	3.65589556231247	2927	ENSG00000117226	GBP3
16689678	1.40873951206759	4.88713140308139	6.96992449747506	2.72350978452587e-05	0.0114271688638754	2.92440501801377	2992	ENSG00000223745	CCDC18-AS1
16689969	1.29940344110904	5.71221896411819	4.52103146692512	0.000933060367724095	0.0678323022571048	-0.429220338107722	2989	ENSG00000188641	DPYD
16690704	1.04679378536662	5.73187958013272	5.62376548320911	0.000171461458588534	0.0274232598345406	1.19885607919117	3028	ENSG00000168679	SLC16A4
16690739	-1.12691033272447	6.62537652751655	-4.69528903214071	0.000705801755081582	0.0595761103714914	-0.159374287118371	3017	ENSG00000177301	KCNA2
16691403	-1.18029162151335	4.29704766784157	-4.88569165872153	0.000522793914558368	0.0514637545147984	0.130244163099353	2856	ENSG00000116815	CD58
16694178	-0.842292361297225	5.96671342719655	-4.882396754226	0.000525493527421115	0.0515538430098123	0.12527976888366	3245	ENSG00000225855	RUSC1-AS1
16694556	-0.933429369348378	7.49930669113909	-5.69775503642077	0.000153985484449323	0.0263245012017695	1.30114981617295	3616	ENSG00000125462	C1orf61
16695818	1.23480267695787	1.67144399527001	4.10495540315306	0.00184737956049506	0.0970487614335773	-1.09083251947013	3311	ENSG00000200327	RNA5SP62
16696685	-1.29149196409466	5.46519882056361	-4.24426054572218	0.00146602094190782	0.0866506441529759	-0.86674161413695	3657	ENSG00000252906	SCARNA3
16697196	3.06974333254059	5.43041169568624	5.84440704417417	0.00012471713199817	0.0238416396220959	1.50129409484971	3589	ENSG00000135842	FAM129A
16697400	-1.29244555061879	6.092448984146	-4.18673449881195	0.00161241463602312	0.090506240324694	-0.95897994933252	3538	ENSG00000162670	BRINP3
