Row.names	logFC	AveExpr	t	P.Value	adj.P.Val	B	X	ensembl_gene_id	external_gene_name	gene_biotype	description	percentage_gene_gc_content
1448361_at	-0.361995125134124	12.3463655510929	-4.01562976697508	0.000333790052901957	0.0437995997103373	0.226166995380998	28006	ENSMUSG00000040785	Ttc3	protein_coding	tetratricopeptide repeat domain 3 [Source:MGI Symbol;Acc:MGI:1276539]	42.19
1416776_at	-0.50363746998152	12.3005181544997	-4.05620564997615	0.000297715502320613	0.0407860137794434	0.330435326748518	1692	ENSMUSG00000030905	Crym	protein_coding	Ketimine reductase mu-crystallin  [Source:UniProtKB/Swiss-Prot;Acc:O54983]	45.91
1423078_a_at	-0.408718453086568	12.2161454983843	-4.82137579573382	3.31454414441645e-05	0.00983676161737799	2.33765436277309	7718	ENSMUSG00000031604	Msmo1	protein_coding	Methylsterol monooxygenase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9CRA4]	42.77
1452359_at	0.293167269867105	12.2092715892405	3.9476902064928	0.000403992987933987	0.0491524801986351	0.0522599411539364	32418	ENSMUSG00000047881	Rell1	protein_coding	RELT-like protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q8K2J7]	45.92
1416211_a_at	-0.362025113826116	12.1964489627676	-4.3228653732291	0.000139546434573116	0.0248949271340972	1.0222674827244	1120	ENSMUSG00000029838	Ptn	protein_coding	pleiotrophin [Source:MGI Symbol;Acc:MGI:97804]	39.97
1416200_at	-0.344226027775408	12.0185945534458	-4.01603957741065	0.000333405146563598	0.0437995997103373	0.227218611709127	1089	ENSMUSG00000024810	Il33	protein_coding	Interleukin-33 Interleukin-33(102-266) Interleukin-33(109-266) [Source:UniProtKB/Swiss-Prot;Acc:Q8BVZ5]	42.14
1454757_s_at	0.38758870028288	11.9275144208374	4.88468147122258	2.75792090695897e-05	0.0087577778400482	2.50598856293684	34652	ENSMUSG00000064215	Ifi27	protein_coding		48.9
1417043_at	-0.503928599543171	11.892070598181	-4.51923307451979	7.94222132653853e-05	0.0170408944746102	1.53771951843928	1658	ENSMUSG00000035237	Lcat	protein_coding	Phosphatidylcholine-sterol acyltransferase  [Source:UniProtKB/Swiss-Prot;Acc:P16301]	52.51
1417411_at	0.343808554996544	11.8351455625586	4.53706372469556	7.54452727695029e-05	0.0164093468273669	1.58472465755876	1884	ENSMUSG00000055430	Nap1l5	protein_coding	Nucleosome assembly protein 1-like 5  [Source:UniProtKB/Swiss-Prot;Acc:Q9JJF0]	43.82
1444028_s_at	0.47690353811069	11.5868723874863	4.01356507703172	0.000335735898460754	0.0438736356198405	0.220869251307792	26628	ENSMUSG00000025558	Dock9	protein_coding	dedicator of cytokinesis protein 9 isoform 5  [Source:RefSeq peptide;Acc:NP_001334525]	46.06
1451122_at	-0.718504830390783	11.5172269119448	-7.0257952755589	5.68500844983047e-08	7.62987460603078e-05	8.13390294946462	31307	ENSMUSG00000058258	Idi1	protein_coding	isopentenyl-diphosphate delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:5387]	40.74
1416630_at	-0.625312779401884	11.5126261495312	-4.95375189241153	2.25618727654688e-05	0.00754160283860487	2.68984912345002	1034	ENSMUSG00000007872	Id3	protein_coding	DNA-binding protein inhibitor ID-3  [Source:UniProtKB/Swiss-Prot;Acc:P41133]	55.51
1419267_at	0.367374788801298	11.4220675306639	4.54409622592661	7.39314836380517e-05	0.0161980577563405	1.60327191045486	4167	ENSMUSG00000020248	Nfyb	protein_coding	Nuclear transcription factor Y subunit beta  [Source:UniProtKB/Swiss-Prot;Acc:P63139]	45.75
1426362_at	0.288410677915664	11.3867781611766	4.02937564017569	0.000321113952327126	0.0428444267065038	0.261456958712897	11819	ENSMUSG00000027956	Tmem144	protein_coding	Transmembrane protein 144  [Source:UniProtKB/Swiss-Prot;Acc:Q8VEH0]	42.98
1436555_at	-0.403640013280929	11.2998183756562	-4.17523199599938	0.000212543586561761	0.0334124831250927	0.637911719737315	21749	ENSMUSG00000031596	Slc7a2	protein_coding	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2 [Source:MGI Symbol;Acc:MGI:99828]	42.37
